ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
85/12,Splošno,"Delo (04.01.1985, letnik 27, številka 2)",">>IBM dobil dovoljenje za izgradnjo tovarne v Južni Koreji
>>V nove prostore kranjskega mladinskega servisa namestili Partner",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-C2GX3RTD/20/index.html 
85/13,Splošno,"Delo (08.01.1985, letnik 27, številka 5)",">>Mikroračunalniška kaseta centra Forum založila Mladinska knjiga
'Vsebuje deset pretežno izobraževanju namenjenih programov za višje razrede osnovnih šol. Eden prvih takih poskusov.''Planeti, periodni sistem, Catchverb, Pitagorov izrek, Živalski sistem, Evolucija, pa še Katalog in tri motorične igre.''Programi se ne ujemajo z učnim programom, bolj primerni za višje izobraževanje.. Sledile bodo še druge kasete.'
>>Srednja naravolsovna šola dobila 22 Commodorjev in bogato dodatno opremo
'Nameščen imajo še srednje velik računalnik Iskra Delta'
>>Amerika bo omilila omejitve pri prodaji računalniške opreme v ZSSR",http://www.dlib.si/listalnik/URN_NBN_SI_doc-SW8RXI6M/6/index.html
85/14,Splošno,"Delo (09.01.1985, letnik 27, številka 6)",">>Računalniki v JLA
>>Prvič po letu 1979 srečanje ameriško-sovjetske delovne skupine
'Obudili trgovinsko in gospodarsko sodelovanje... omilili nadzor izvoza osebnih računalnikov, poostrili pa izdajanje dovoljenj za večje računalnike.''Predlagali prepoved izvoza računalniko v Južnoafriško republiko.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-3A1TZVHU/2/index.html
85/15,Splošno,"Delo (01.02.1985, letnik 27, številka 26)",">>Posvetovanje o informatiki v slovenskem zdravstvu na Bledu
'V slovenskem zdravstvu veliko administracije, če se tega ne da zajeziti je nujno izpeljati računalniško zbiranje podatkov. Osnove iz zdravstveno-informacijskega sporazuma iz 1980 še vedno aktualne, žal pa izvajanje zavira pomanjkanje sredstev. Za uvedbo popolnega računalniško podprtega sistema poleg sredstev potrebne tudi zakonske spremembe. Odpirajo se vprašanja tehnološke in ekonomske organizacije in pravni vidiki zaščite zdravstvenih podatkov.'
>>Računalniška sekcija v Grosupljem
>>Pouk računalništva tudi v sežanskih osnovnih šolah
'Predstavniki 5 šol prevzeli 17 računalnikov Sinclair, ki so jih kupile lokalne organizacije'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-9UADOSBM/4/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-9UADOSBM/26/index.html "
85/16,Splošno,"Delo (02.02.1985, letnik 27, številka 27)",">>Tesnejše sodelovanje Iskra Delta z Makedonijo
'Skopsko delegacijo je zanimal načrt Iskra Delta pri opremljanju osnovni šol. Do leta 1990 želijo opremiti tudi fakultete ustreznih smeri z računalniki.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-EXM5COXH/2/index.html
85/17,Splošno,"Delo (05.02.1985, letnik 27, številka 29)",">>Izgradnjo mreže Jupak v največ treh letih podpirli vsi deležniki
>>Računalniški tečaji za odrasle
'Udeležujejo se zaposleni iz različnih organizacij, kjer uvajajo računalnike, pa tudi posamezniki, ki nameravajo kupiti domač ali osebni računalnik'
>>Evropski proizvajalci tel.central so se odločili za standardizacijo opreme
>>Računalniški kabinet na Delavski univerzi Murska Sobota
'Uredili kabinet s petimi računalniškimi kompleti, izobraževanje pa še vedno ni steklo. Dogovarjajo se z IJS, da bi prenesli njihove izobraževalne programe.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZWN2BFRU/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZWN2BFRU/20/index.html "
85/18,Splošno,"Delo (06.02.1985, letnik 27, številka 30)",">>Med zimskimi počitnicami na voljo računalniki HR84 v Cankarjevem domu
>>Na Planini v Kranju odprli računalnico z desetimi Spectrum 16k
>>Prodaja osebnih računalnikov upada v Evropi in ZDA","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-5LAZK4U4/6/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-5LAZK4U4/14/index.html "
85/19,Splošno,"Delo (07.02.1985, letnik 27, številka 31)",">>Francoska vlada spodbuja tudi učenje programskih jezikov
>>Nova elektronska Minolta 7000",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YJ406763/12/index.html
85/20,Splošno,"Delo (08.02.1985, letnik 27, številka 32)",>>Delo računalnikov v Ljubljanski banki,http://www.dlib.si/listalnik/URN_NBN_SI_doc-WQQ56EJQ/index.html
85/21,Splošno,"Delo (15.02.1985, letnik 27, številka 38)",">>Računalniki Sinclair in Epson v Mladinski knjigi.. visoke cene
>>Prepolovljene cene mikroelektronskih vezij
'Zaradi povečanja proizvodnih kapacitet in zmanjšanja povpraševanja znižali cene. Pričakuje se, da se bo prodaja osebnih računalnikov v prihodnje spet povečala. Commodore že odpustil 550 delavcev in so se začeli preusmerjati v male poslovne računalnike.. tudi Sinclair.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-85UF7FPY/2/index.html
85/22,Splošno,"Delo (16.02.1985, letnik 27, številka 39)",">>Mavrica, šolsko berilo za računalništvo
'Primerna za otroke do desetega leta, ki se želijo spoznati z računalnikom Spectrum'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-U3GAAAA2/2/index.html
85/23,Splošno,"Delo (19.02.1985, letnik 27, številka 41)",">>ZDA dovolile prodajo osebnih računalnikov v Sovejtsko zvezo
'Nekaj tisoč do nekaj desettisoč osebnih računalnikov za znanstvene in razvojno-razsikovalne ustanove, ter za pouk računalništva na višjih in visokih šolah.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-28PTX0VL/16/index.html
85/24,Splošno,"Delo (20.02.1985, letnik 27, številka 42)",">>Nakup računalnika Honeywell v Oskrbnem centru Maribor
>>Račnalniki v kočevski in ribniški občini
'Že 3 računalniki Delta 644 v Kočevju in Delta 323 v Riko Ribnica, 48 terminalov po delovnih organizacijah'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-WD0A10KA/16/index.html
85/25,Splošno,"Delo (22.02.1985, letnik 27, številka 44)",">>Računalnica v osnovni šoli Ribnica 
'Med najbolje opremljeni pri nas, imajo 15 računalnikov Commodore 64 z vso dodatno opremo. Nakup opreme financiralo podjetje Riko, njihovi strokovnjaki bodo poskrbeli tudi za izobraževanje. Navdušenci bodo ustanovili mikroračunalniški klub. Nekatera podjetja pa želijo da bi organizirali tudi tečaje za uslužbence. Pouk računalništva bo letos organiziran fakultativno, ni še jasno kako naj bi ga šole vključile v redni pouk.'
>>Razstava računalnikov v izolskem mladinskem centru",http://www.dlib.si/listalnik/URN_NBN_SI_doc-AYL31DNH/24/index.html
85/26,Splošno,"Delo (28.02.1985, letnik 27, številka 49)",">>Varčevanje z energijo
'V TAM-u so že pred leti uvedli računalnik SIK-80 za zmanjševanje električnih konic. Hkrati so namestili v posameznih obratih merilce prek katerih imajo točen pregled na posamezno in skupno porabo. Učinkovistost naprav se pokaže predvsem v času redukcij.'
'Največ prihrankov pri termo energiji pričakujejo z uvedbo termoenergetskega računalnika, ki bo omogočal spremljanje dogajanj v obratih in ustrezno prilagajanje ogrevanja.'
>>Nixfdorf in Matsushita razvila osebni računalnik",http://www.dlib.si/listalnik/URN_NBN_SI_doc-PIFQNLJY/4/index.html
85/27,Splošno,"Delo (02.03.1985, letnik 27, številka 51)",">>V Nemčiji lani že okrog miljon mikroračunalnikov, prodanih stotisoč za poslovne namene",http://www.dlib.si/listalnik/URN_NBN_SI_doc-XC0ANSH6/12/index.html
85/28,Splošno,"Delo (04.03.1985, letnik 27, številka 52)",">>Nov poslovni računalnik HP3000
>>Prenosni poslovni računalnik Epson HX-20 v Mladinski knjigi",http://www.dlib.si/listalnik/URN_NBN_SI_doc-XO6RD0EG/10/index.html
85/29,Splošno,"Delo (05.03.1985, letnik 27, številka 53",">>Zapleti pri gradnji jugoslovanskega omrežja za prenos podatkov
>>Texas Instruments v Italiji, Lotus naložbe, Burroughs B20, NEC super hitra vezja","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-BV7RKALH/4/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-BV7RKALH/14/index.html 
"
85/30,Splošno,"Delo (07.03.1985, letnik 27, številka 55)",">>Računalniki v Podravju.. prvi del akcije
>>Razvojna usmeritev Ljubljane do leta 2000 informatika, računalništvo, moderna tehnologija","http://www.dlib.si/listalnik/URN_NBN_SI_doc-I822R8UX/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-I822R8UX/8/index.html "
85/31,Splošno,"Delo (11.03.1985, letnik 27, številka 58)",">>Računalniško usposabljanje učiteljev
'V Mariboru bodo začeli z izobraževanjem, že od konca lanskega leta pa poteka usposabljanje učiteljev na pedagoški fakulteti. Na vsaki šoli bi radi usposobili vsaj enega učitelja.'
>>V Indiji sprostili omejitve uvoza in nakup licenc za proizvodnjo računalnikov",http://www.dlib.si/listalnik/URN_NBN_SI_doc-QJ4V4EVV/2/index.html
85/32,Splošno,"Delo (12.03.1985, letnik 27, številka 59)",">>Maja v Gorenju napovedujejo proizvodnjo 300 računalnikov Dialog 20P
'Do konca leta 500. Ima 64K pomnilnika, operacijski sistem po zgledu CP/M. Cena je štirikrat višja od podobno zmogljivega uvoženega računalnika s carino in davkom vred. Cene v svetu padajo, pri nas pa naraščajo.''Na FE razvili, potem ko se je pred dvema letoma Gorenje prepričalo, da čaka mikroračunalništvo obetaven razvoj. V Gorenju pet ljudi delalo na razvoju in trženju. Proizvodnjo hišnega Dialog 20H so opustili, ko je Iskra začela uvažati Spectrum 16K, zdaj razvijajo le še osebnega Dialog 20P'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZX94YBP2/4/index.html
85/33,Splošno,"Delo (16.03.1985, letnik 27, številka 63",">>Gorenje, Iskra Delta in RTV uspeli povezati računalnik s teletekstom
'Sistem bo v nekaj sekundah iz različnih baz podatkov lahko posredoval relevantne informacije na teletekst uporabnikom. Zamisel se je porodila v uredništvu Teleteksta RTV.'
>>Posodobitev SDK
'Ei Niš, INEM, Iskra Delta in IRIS so sklenili pogodbo o ustanovitvi konzorcija za avtomatizacijo SDK. Združenje domačih podjetij je bil pogoj SDK za izdelavo projekta.'
'SDK, ki uporablja IBM, Burroughs, NCR in ICL se je namenila posodobiti do leta 1991. Če bo idejni projekt sprejet naj bi namestili v podružnicah kar 352 mikroračunalnikov in 165 miniračunalnikov iz programa Iskra Delta, ter nekaj večjih sistemov, programsko in periferno opremo iz programa Ei Niš'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CY0HIH87/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CY0HIH87/12/index.html 
"
85/34,Splošno,"Delo (18.03.1985, letnik 27, številka 64)",">>Bull, ILC, Nixdorf, Olivetti, Philips in Siemens so se odločili za Unix",http://www.dlib.si/listalnik/URN_NBN_SI_doc-8X32XD64/8/index.html
85/35,Splošno,"Delo (20.03.1985, letnik 27, številka 66)",">>TEM 500
'V TAM-u bodo namestili mikroračunalniški sistem TEM500, ki bo uravnaval porabo toplotne energije'
>>ZOTKS dobila nov IBM PC, ki ga na našem trgu sicer še ni
'Z Intertrade sodelujejo že leto in pol pri razširjanju pismenosti.'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-0FLIYHX1/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-0FLIYHX1/6/index.html "
85/36,Splošno,"Delo (21.03.1985, letnik 27, številka 67)",">>ZOTKS z Iskro organizira počitniške računalniške urice v Cankarjevem domu
'Organizacija ima zdaj že nekaj Commodorjev, iskrinih HR84 in IBM PC, dobili pa so tudi denar za nakup treh Spectrum 48K.''Letos načrtujejo še založbo 8 do 10 novih kaset in nekaj poljudnih knjižic o računalništvu.''Tečaje bodo organizirali tudi na vseh mladinskih delovnih akcijah in oživili računalniški promocijski klub.'
>>Sejem DIDACTA v Stuttgartu",http://www.dlib.si/listalnik/URN_NBN_SI_doc-G4ZHMKWP/4/index.html 
85/37,Splošno,"Delo (22.03.1985, letnik 27, številka 68)",">>Računalniški nadzor prometa na Celovški, naslednje leto po vsej Ljubljani
'80 od 92 semaforjev v Ljubljani bo letos priključenih na center za avtomatsko vodenje prometa. Center uvedli že leta 1978 in z Iskro podpisali pogodbo za opremljanje v 10 letnem programu gradnje cest v Ljubljani. Prometna ureditev v 7 prometnih con z 77 posebnimi detektorji za vodenje in 57 detektorji za štetje prometa. Letos naj bi v centru namestili še novo komandno mizo z računalnikom in priključil nanj vse detektorje.'
>>Računalniški dnevi v Škofji Loki",http://www.dlib.si/listalnik/URN_NBN_SI_doc-9B64GTW5/6/index.html
85/38,Splošno,"Delo (25.03.1985, letnik 27, številka 70)
in Delo (26.03.1985, letnik 27, številka 71)",">>Računalniška učilnica na Delavski univerzi Maribor
'Opremili za seminar za ravnatelje mariborskih osnovnih in srednjih šol. Dvanajst delovnih mest z računalnikom, tiskalnikom in diskovno enoto. Podoben seminar kmalu tudi za predstavnike družbeno političnih organizacij, za svetovalce zavoda za šolstvo in tiste, ki so sodelovali pri opremljanju šol z računalniki Commodore 64.'
>>Geološke raziskave z računalniki, novi zmogljivejši čipi podjetja Sinclair","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-5KH2VP8Q/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-02MTDOHX/2/index.html "
85/39,Splošno,"Delo (27.03.1985, letnik 27, številka 72)",">>Apple osemkrat večji dobiček kot lani, prodaja se je podvojila",http://www.dlib.si/listalnik/URN_NBN_SI_doc-T0DIAOY7/14/index.html
85/40,Splošno,"Delo (30.03.1985, letnik 27, številka 75)",">>Računalniški dnevi v Grosuplju
>>IBM ni uspel s sistemom Junior, prodaja hišnih in osbnih računalnikov padla",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-2F4E63RK/2/index.html
85/41,Splošno,"Delo (03.04.1985, letnik 27, številka 78)",">>Prvih 50 Gorenjevih Dialogov na trgu Maja, druga serija Septembra
>>Računalniki za osnovne in srednje šole na obali
'Denarja za nakup opreme v šolah ni.. Iščejo podjetja, ki so pripravljena financirati nakup.. Radi bi imeli Commodore 64 za osnovne in srednje šole, IBM PC za srednjo gostinsko in turistično šolo v Izoli in pomorsko šolo v Piranu.'
>>Pomurske šole dobijo računalnike Maja
'Pomursko združeno delo financira opremljanje šol.. 266 računalnikov Commodore z dodatno opremo.. zastopnik Konim.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-9DG9CGTZ/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-9DG9CGTZ/18/index.html "
85/42,Splošno,"Delo (04.04.1985, letnik 27, številka 79)",">>V Gorenju so se odločili, da bodo proizvajali tako osebni kot hišni Dialog
'Na FE so profesorji skupaj s študenti računalnik razvili, v Gorenju naj bi proizvedli 500 komadov letno. Med potencialnimi kupci vidiji šole, laboratorije, industrijo, pisarne in drobno gospodarstvo. Operacijski sistem CP/M 2.2 naj bi bil primeren za krmiljenje večine običajnih procesov, računalnik pa je lahko tudi kot sestavni del avtomatičnih meritev. '
'Visoko ceno opravičujejo z dejstvom, da je hišni model možno nadgrajevati do osebnega, da je plod domačega znanja in je možen prenos programske opreme iz kompatibilnih računalnikov kot je Partner.'
>>Računalniki Commodore in Sinclaire se v šolah uporabljajo bolj za igračkanje kot pa za usposabljanje, ki bi dijakom kasneje omogočil opravljanje dela na računalnikih",http://www.dlib.si/listalnik/URN_NBN_SI_doc-7UFUKK0G/4/index.html
85/43,Splošno,"Delo (05.04.1985, letnik 27, številka 80)",">>Iskra Delta na zagrebškem velesejmu
'V prihodnjih letih bodo proizvajali 16-bitni Delta 800 in 32-bitno Delta 4850, od mikro računalnikov pa še naprej 8-bitni Partner. Razvijajo tudi 16-bitni mikro računalnik. Prevzeli so vzdrževanje Iskradata, Fujitsu in drugih.. in sicer 1137 računalnikov v Jugoslaviji.''Iskra je proizvajala računalnike Iskradata vse dokler ni bila preklicana licenčna pogodba s podjetjem CDC.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-OPZYVKG4/2/index.html
85/44,Splošno,"Sobotna priloga (06.04.1985, letnik 27, številka 81)",">>Računalniški sistem v knjižnicah OBŠIREN ČLANEK
>>Pravni vidiki varovanja osebnih podatkov v luči informacijske tehnologije","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-H87IA4J2/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-H87IA4J2/6/index.html "
85/45,Splošno,"Delo (08.04.1985, letnik 27, številka 82)",">>V Fiatu avtomatizirna proizvodnja.. 126 robotov in 600 osebnih računalnikov
>>AT&T s svojim Unix PC poskuša tekmovati z IBM PC AT",http://www.dlib.si/listalnik/URN_NBN_SI_doc-HL4TNI8A/8/index.html
85/46,Splošno,"Delo (09.04.1985, letnik 27, številka 83)",">>Mednarodna razstava učil v Ljubljani.. posvet o uporabi računalnikov
'Računalnik je le pomnožno sredstvo, potrebno se je ubraniti neuporabne programske opreme, ki se ponuja'
>>Umetna inteligenca na IJS
'Le s trdim in vztrajnim delom, je bilo mogoče doseči rezultate na svetovni ravni.. v prihodnje potrebujemo desetkrat toliko raziskovalcev, opremo, prostore, literaturo...'
'Tudi v Jugoslaviji prvi sistemi.. na primer asistent, ki lahko pomaga zdravnikom pri diagnosticiranju razvit na FE, sistem Cardio in CAD sistem za načrtovanje vezij razvita na IJS, programi za robotiko in rehabilitacijske pripomočke razviti na beograjski elektrotehniški fakulteti.'
>>Bogata izbira programov in iger na boljšem trgu","http://www.dlib.si/listalnik/URN_NBN_SI_doc-YM1YSPW2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-YM1YSPW2/2/index.html "
85/47,Splošno,"Delo (10.04.1985, letnik 27, številka 84)",">>Mednarodna razstava učil v Ljubljani
'Iskra Delta prikazuje dve učilnici na osnovi Partnerja 1F in Dialoga 20P. Iskra široka potrošnja predstavlja HR84, učila za elektroniko, različno merilno tehniko, orodje Klip klap. Intertrade predstavlja IBM PC in PC XT, Infosistem iz Zagreba pa predstavlja računalnike Sperry. Na ogled še računalniki Orao, Galaksija, ZX Spectrum, Commodore, Sharp, Apple in Epson, pa Ivel.''Vsi ponudniki predstavljajo svoje programe za rabo v šolah, največ didaktičnih iger.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-92QQIZMP/6/index.html
85/48,Splošno,"Delo (15.04.1985, letnik 27, številka 88)",">>Iskra Delta in Gorenje pogodoba z kranjsko izobraževalno skupnostjo
'Postopno opremljanje osnovnih in srednjih šol. V prvi fazi bodo opremili 3 srednješolske učilnice.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-HP09IHBU/14/index.html
85/49,Splošno,"Delo (17.04.1985, letnik 27, številka 90)",">>Septembra bo odprt Iskra Deltin preurejen hotel Argonavti
'Najsodobnejša oprema in 220 postelj za slušatelje. Organizirali bodo vse redne izobraževalne oblike, šolali bodo tudi vodilne delavce iz podjetij, pripravljajo pa tudi občasne krajše seminarje. Načrtujejo da bodo pritegnili strokovnjake, ki se morajo zdaj usposabljati na tujem.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-W88XBYM2/18/index.html
85/50,Splošno,"Delo (19.04.1985, letnik 27, številka 92)",>>Zvezni izvršni svet omogočil fizičnim osebam uvoz osebnih računalnikov do 60000 dinarjev namesto 40000 kot je veljalo doslej,http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZVIOHH5C/22/index.html
85/51,Splošno,"Sobotna priloga (20.04.1985, letnik 27, številka 93)",">>Računalniško vodenje prometnih tokov
'Osrednji računalnik bo Iskra Delta ID80/76, 16 križišč bo opremljenih z MSKE mikroprocesorskimi signalnimi kontrolerji.. križišča bodo razdeljena v 10 različnih con, ki jih bodo sproti uravnavali programi glede na izmerjene vrednosti.'
'Računalnik bo tudi shranjeval in obdeloval podatke.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-U6FJEU45/4/index.html
85/52,Splošno,"Delo (23.04.1985, letnik 27, številka 95)",>>V Mariboru prvih 60 učiteljev zaključilo dodatni študij računalništva,http://www.dlib.si/listalnik/URN_NBN_SI_doc-PGY358HM/22/index.html
85/53,Splošno,"Delo (24.04.1985, letnik 27, številka 96)
in Delo (25.04.1985, letnik 27, številka 97)",">>Posavski računalniški dnevi
>>Osrednja družboslovna knjižnica ima tudi sodobno računalnico","http://www.dlib.si/listalnik/URN_NBN_SI_doc-8HBX8JFE/16/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-2V3FZMSQ/18/index.html "
85/54,Splošno,"Delo (26.04.1985, letnik 27, številka 98)",>>Izvoz Iskre v ZRN 1984 štirikrat večji kot 1980,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-5IBXZV5L/8/index.html
85/55,Splošno,"Delo (03.05.1985, letnik 27, številka 101)",">>IJS PMP-11
'Računalnik na IJS razvili nenačrtno.. ko so razvijali večuporabniški sistem na podlagi mikroprocesorja J-11 se je porodila ideja, da bi razvili še enoporabniški sistem, ki bi služil potrebam njihovih raziskovalcev. Doslej so prodali 15 računalnikov PMP-11, povečini fakultetam v Ljubljani, Beograd, Novem Sadu.. Še vedno pa niso našli proizvajalca, ki bi prevzel proizbvodnjo večje serije. Zdajšnja proizvodnja na IJS potek v eni sob, kjer en sam tehnik sesatvlja in testira računalnike.'
'V Iskra Delta so zavrnili ponudbo.. da računalnika ni mogoče vključiti v njihovo programsko usmeritev. Pravtako v Gorenju, kjer niso dobili zagotovila, da se bo računalnik prodajal in Tovarni meril v Slovenj Gradcu, kjer se jim je zdelo, da ne zmorejo proizvodnje poleg njihovega terminala Kopa 2500.''Morda bo proizvodnjo prevzel Energoinvest, ali pa bodo sami postavili delavnice.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-N8YMXKNC/2/index.html
85/56,Splošno,"Delo (09.05.1985, letnik 27, številka 106)",">>Iskra Delta na Dunaju predstavila računalnik Triglav
'Hkrati so najavili ustanovitev podjetja Iskra Delta Computers v St.Jakobu. Tu bo potekala proizvodnja in trženje sistema, ki je namenjen za evropski trg.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-JVEA3KNT/6/index.html
85/57,Splošno,"Delo (14.05.1985, letnik 27, številka 110)",">>Računalniki v šolah
'Poziv šolam, da počakajo z nakupom opreme, dokler komisija ne izbere najboljšega ponudnika. Šole še vedno čakajo na izbor, obenem pa kupujejo raznovrstno opremo, ker so očitno popustile računalniški evforiji.'
'Komisija naj bi že Januarja zaključila z izborom, a sredi leta še vedno ni poročila. Obenem se porajajo dvomi, če je šolski sistem sploh sposoben izvesti program poučevanja z računalniki. Tu ne gre le za splošno opismenjevanje, ne gre zgolj za to, da bodo računalniki na voljo učencem. Gre za enotno programsko opremo in učni program za vse šole in torej po možnosti tudi kompatibilne računalniške sisteme.'
>>V pomurskih šolah 266 računalnikov, vsaka šola bo morala imeti mentorja
'Razdelili 266 računalnikov Commodore 64 s precej dodatne opreme. Drugi del akcije bo izobraževanje učiteljev. Tudi soboški računalniški klub bo poskrbel za dodatno izobraževanje.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-FA6OZKX4/4/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-FA6OZKX4/20/index.html "
85/58,Splošno,"Delo (15.05.1985, letnik 27, številka 111)",">>Upad povpraševanja po hišnih in osebnih računalnikih na ameriškem trgu
'Že konec minulega se je povpraševanje precej zmanjšalo. Tudi znižanje cen ni pomagalo in upadanje prodaje se je nadaljevalo v začetku letošnjega leta. Mnogi manjši proizvajalci so bili prisiljeni ustaviti proizvodnjo, večji pa zmanjševati predvideno proizvodnjo. Zaradi precenjenega dolarja je upešal tudi izvoz. Še bolj so prizadeti proizvajalci programske opreme. Računalniška kriza naj bi trajala še vsaj 9 mesecev, v najslabšem primeru do leta 1987, napovedujejo strokovnjaki.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-V7ZFK3S7/16/index.html
85/59,Splošno,"Delo (16.05.1985, letnik 27, številka 112)",">>Pri nas ni pomanjkanja znanja, ampak le pomanjkanje opreme
'Na mariborski pedagoški akademiji predstavili izobraževalne programe in poželi nemalo priznanj'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-02YF2I87/24/index.html
85/60,Splošno,"Delo (17.05.1985, letnik 27, številka 113)",>>Na oddelku za uporabno matematiko IJS tudi tečaj za malčke,http://www.dlib.si/listalnik/URN_NBN_SI_doc-NQMUX3K2/6/index.html
85/61,Splošno,"Sobotna priloga (18.05.1985, letnik 27, številka 114)",">>Dunajski računalniški sejem.. Iskra Delta Triglav
'Pomembna postaja dejanska uporabnost računalnikov!'
'Pri uporabi računalnikov se vse bolj uveljavljajo ergonomski standardi, da bi zaščitili uporabnike. Tudi 16-bitni mikroračunalnik Triglav izpolnjuje nove standarde. Njegovo oblikovanje izvedeno s strani koprskega Studio Mak je vzbudilo veliko pozornosti. O povpraševanje se še ne da govoriti.. s tržnimi akcijami bodo šele začeli.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-KD11QYL4/10/index.html
85/62,Splošno,"Delo (18.05.1985, letnik 27, številka 114)",>>Srednješolci predstavili programe,http://www.dlib.si/listalnik/URN_NBN_SI_doc-QU0LMP8I/14/index.html
85/63,Splošno,"Delo (20.05.1985, letnik 27, številka 115)",>>Republiško tekmovanje v računalništvu,http://www.dlib.si/listalnik/URN_NBN_SI_doc-AKWTCT3L/2/index.html
85/64,Splošno,"Delo (24.05.1985, letnik 27, številka 119)",">>Partner plus
'Začeli s prodajo Partner plus, ki omogoča da uporabniki sami razvijajo svojo programsko opremo in niso več prisiljeni kupovati posameznih programov od podjetja. Prav zaprtost sistema so uporabniki zamerili Iskra Delta. Novi Partner plus je možno dobiti skupaj z enim prevajalnikom, bodisi basic, pascal, fortran ali PL/I, za cobol pa je potrebno še dodatno plačati.'
>>Celjski računalniški dnevi","http://www.dlib.si/listalnik/URN_NBN_SI_doc-UF5ILFUU/32/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-UF5ILFUU/38/index.html "
85/65,Splošno,"Delo (27.05.1985, letnik 27, številka 121)",">>Zbornica pripravlja enoten informacijski sistem za povezovanje drobnega in velikega gospodarstva
'Naj bi omogočil skupno načrtovanje in oblikovanje novih enot drobnega dela. Delajo register, ki bo poleg temeljnih podatkov prikazal tudi tehnološki opremljenost , znanje, vrsto izdelkov in storitev, kakšno je poslovno in naložbeno povezovanje, pa prikaz ponudbe in povpraševanja. Sistem naj bi omogočal večji pretok znanja v proizvodnjo in vzpostavitev bolj zahtevnih proizvodnih enot. Zbirajo članstva po simbolični ceni, ki bo pokrila nakup računalniškega sistema in vzpostavitev informacijskega sistema.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-C2JNOZK7/2/index.html
