ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
82/44,Šolstvo/Znanost,"Delo (12.10.1982, letnik 24, številka 238)",">>Že prvi rezultati sporazuma Iskra-Delta
'Prikazani dosežki na Sodobna elektronia 82 in Interbiro Informatika kažejo, da je Iskra Delta opredelila razvoj in proizvodnjo sistemov za vodenje in avtomatizacijo proizvodnje kot ključno in prednostno usmeritev v naslednjih letih.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-AD39DCSO/4/index.html
82/46,Šolstvo/Znanost,"Delo (12.10.1982, letnik 24, številka 238)",">>Že prvi rezultati sporazuma Iskra-Delta
'Prikazani dosežki na Sodobna elektronia 82 in Interbiro Informatika kažejo, da je Iskra Delta opredelila razvoj in proizvodnjo sistemov za vodenje in avtomatizacijo proizvodnje kot ključno in prednostno usmeritev v naslednjih letih.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-AD39DCSO/4/index.html
83/01,Šolstvo/Znanost,"Informatica (1983, letnik 7, številka 4)",">>Iskra Delta uvaja mikroračunalnik Partner
'Temelji na preizkušenem mikroprocesorju Z80 in ima pomnilnikl s kapaciteto 128KB. Kot zunanji pomnilnik služi diskovna enota Winchester velikosti 10MB. Standardna konfiguracija vključuje še disketni pogon za diskete velikosti 1MB, matrični tiskalnik, zelen fosforni zaslon in premakljivo tipkovnico. Poleg priključka za tiskalnika ima še dva dodatna paralelna in dva serijska priključka. Operacijski sistem je CP/M plus. Vključeni so tudi štirje uporabniški programi MIPOS za posamično ali integrirano obdelavo poslovnih podatkov. Ti omogočajo knjiženje z glavno knjigo, saldakonti kupcev in dobaviteljev, pa tudi skladiščno poslovanje in fakturiranje.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-KJ6D2L53/5b77e13d-17f6-42ca-a40c-ce70fcf34267/PDF
83/03,Šolstvo/Znanost,"Sobotna priloga (15.01.1983, letnik 25, številka 11)",">>Vpliv tehnologije na ekonomijo
'Veliki računalniki v veliki meri izginjajo, nadomeščajo jih mikroračunalniki, ti pa bodo potrebovali infrastrukturo velikega obsega.. nekakšno enotno komunikacijsko omrežje.'
>>Kritika Iskra Delta
'Iskra Delta se predstavlja kot izdelovalec računalnikov po svetovnih standardih in partner, ki je sposoben rešiti vse uporabniške probleme. Predstavlja se kot visoko strokovna in ciljno usmerjena organizacija, ki bo omogočila naši družbi vstop v informatizirano družbo. Njene izjave pa v zbornici vplivajo na sklepe o zavrnitvi uvoza računalnikov'
'Drugačno predstavo imajo o podjetju uporabniki. Mesece ali leta čakajo na naročeno in plačano ter ničkolikokrat obljubjeno opremo, kljub pogodbenim rokom. Uporabniki vedo, da Iskra Delta zaenkrat še ni izdelovalec niti sestavljalec računalniške opreme, pač apa uvoznik kompletnih enot računalniškega sistema. Vedo tudi, da povezovanje teh enot v delujoč računalnik in njegova montaža pri kupcu ter kasnejše vzdrževanje spadajo v storitveno dejavnost in ne v proizvodno dejavnost. Da je tako kažejo tudi zakasnitev v dobavah, ki so vedno takrat, ko nastopijo uvozne zapore zaradi pomanjkanja deviz. Brez deviz ni uvoza in ni domače proizvodnje računalnikov'
'Podjeje se še posebej od združitve naprej predvsem ukvarja sama s sabo in nima časa in motivacije za delo z uporabniki. Odnos do uporabnikov se je v času po združitvi občutno poslabšal in se kasneje ni več izboljšal, kljub mnogim obljubam in zagotovilom.'
'Uporabniki želijo več besede pri razvoju računalništva v državi. Opazujejo pojave fetišizacije računalništva kot sredstva in stroke, odtujenosti in elitizma, občutke posebnega poslanstva s strani proizvajalcev in prodajalcev opreme v odnosu do uporabnikov in širše javnosti'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-XU4XOXTH/10/index.html
83/16,Šolstvo/Znanost,"Delo (19.01.1983, letnik 25, številka 14)",">>Iskra.. Od načrta do mikroelektronskega vezja
'Druga faza graditve tovarne mikroelektronike v Stegnah je končana. Poskusno uvajanje izdelave vezij na silicijevih rezinah. Načrtovana proizvodnja do 5 miljonov čipov letno.'
'V sodelovanju s strokovnjaki FE so do sedaj razvili že 60 različnih vezij, od teh jih je 10 že v različnih fazah proizvodnje. V tovarni bodo sposobni pripraviti vse za izdelavo vezij, vgrajevanje in testiranje. Maske so jim izdelali v ameriškem podjetju AMI.'
>>Opis proizvodnje čipov!!!",http://www.dlib.si/listalnik/URN_NBN_SI_doc-IEU460U8/8/index.html
83/20,Šolstvo/Znanost,"Delo (25.03.1983, letnik 25, številka 70)",">>Energoinvest pripravlja projekt hišnega računalnika Dipsy
'Že četro podjete, ki proizvaja hišne/osebne računalnike.. Inštitut IRCA in IRIS z Elektrotehnično fakulteto v Sarajevu že leto dni delajo na projektu Dipsy. Tudi Ivo Lola Ribar iz Železnika je izdelal več primerkov računalnika Lola 8 za šole in JLA. Na podobnem projektu dela tudi Elektrotehnik-iženjering iz Zemuna in Zavod za varstvo pri delu iz Varaždina'
>>Požarna varnost v računalniških centrih
'250 centrov z več kot 300 računalniki'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-AKU8OZLK/4/index.html
83/21,Šolstvo/Znanost,"Delo (31.03.1983, letnik 25, številka 75)",">>Rezultat skupnega dela Iskra Delta po enem letu
'V program skupnega razvoja računalniškega sistema se vključuje vse širši krog organizacij iz vse države. Gorenje-terminali Paka 2000,Liko in Iskra Kibernetika-diskovne enote, Sistemi za energetiko-procesni računalniki za avtomatizacijo energetskih sistemov in razvoj teleinformacijskega sistema, TRS Zagreb-tiskalniki TRS 835, Novkabel Novi Sad-posebna izvedba Partnerja.'
'6 strokovnjakov Iskra Delta je v manj kot dveh mesecih razvilo prototip namiznega mikroračunalnika Partner, ki bo namenjem predvsem manjšim in temeljnim organizacijam, raziskovalcem, šolam in zasebnikom. Uporablja ga lahko skoraj vsak. Ima 128KB pomnilnika in diskovno enoto 10MB, povezati pa ga je mogoče tudi na večje računalnike. Vključuje še disketno enoto in tiskalnik TRS835. Letos bodo izdelali 2000 enot, od tega 600 za izvoz. Računalnik se bo prodajal skupaj s programsko opremo, ki vključuje 4 uporabniške programe. Programsko opremo za domače kupce je izdelal skupina 12 strokovnjakov, za tuje pa so jo izdelali v sodelovanju s tujimi partnerji'
>>Iskra prvi domači avtomobilski računalnik, ki nadzira porabo goriva, hitrost vožnje, čas potovanja, prevoženo pot ipd.",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YZYEP4RY/index.html
83/22,Šolstvo/Znanost,"Delo (04.04.1983, letnik 25, številka 78)",">>Prva digitalna centrala Iskra 2000
'Narejena za hišne centrale, na katerih je priključeno do 1000 telefonov. Digitalni sistem omogoča večjo kvaliteto prenosa pogovora. Poleg Iskrine Telematike so pri razvoju sodelovali strokovnjaki iz IJS.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-MZ7R6AR2/8/index.html
83/24,Šolstvo/Znanost,"Delo (13.04.1983, letnik 25, številka 86)",">>V Iskra Delta razvili sistem Partner, plod domačega znanja
'Izdelovali ga bodo v Kranjski Iskri, za zahodne trge pa tudi v tovarni v Avstriji. Zmogljivejši model Partnerja z drugo progrmasko opremo bodo izdelovali v novosadskem Novkablu.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CQUMV2W3/index.html
83/29,Šolstvo/Znanost,"Delo (27.05.1983, letnik 25, številka 121)",">>Gorenje Elektronika
'Predstavili mali poslovni sistem, knjigovodski in obračunski avtomat, skupno delo Gorenja, Birostroja, Emone in nemškega Robotrona.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-VU2E5S7D/28/index.html
83/32,Šolstvo/Znanost,"Delo (08.06.1983, letnik 25, številka 131)",">>Informatica 83
'Kaj je domača industrija sposobna ponudit uporabnikom. Več kot 20 razstavljalcev iz Jugoslavije.. več pozornosti mikroračunalnikom.. Naša proizvodnja ne bo zdržala konkurence, če ne bomo posodabljali tehnologije in zmanjševali stroškov.. če ne bomo združili moči in nudili neposredne družbene pomoči.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-UTUB1H09/2/index.html
83/33,Šolstvo/Znanost,"Delo (15.06.1983, letnik 25, številka 137)",">>Gradnja nove tovarne Iskra Delta v Črnučah
'Že leto delajo v težavnih razmerah, zaradi česar dosegajo bistveno manjše rezultate, ki bi jih s svojimi kadri lahko. Rešitev iščejo v novi naložbi. Proizvodnjo naj bi povečali iz zdajšnjih 800+113 na 13500+1650 mikro in drugih računalnikov. Načrte za povečanje razvojnih in proizvodnih zmogljivosti bodo uresničili v več fazah.. Najprej je na vrsti tovarna v Črnučah. Načrte je podprl tudi Rešubliški komite za raziskovalno dejavnost in tehnologijo, ter mestni izvršni svet. Naložba je zaradi razpršenosti kapacitet utemeljena in je v skladu s planskimi dokumenti občine.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-C6UGIEC1/6/index.html
83/38,Šolstvo/Znanost,"Delo (16.09.1983, letnik 25, številka 215)",>>Iskra + FE naprava za končno kontrolo števcev ima devet mikroračunalnikov,http://www.dlib.si/listalnik/URN_NBN_SI_doc-W366AE5M/2/index.html
83/39,Šolstvo/Znanost,"Delo (30.09.1983, letnik 25, številka 227)",">>Sodelovanje EI Niš in Iskra
'Obe strani pripravljeni postopno oblikovati skupne programe na področju elektronike in računalništva.. Govorili o možnosti razvoja skupne jugoslovanske aplikativne programske opreme.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1TBXMYIH/22/index.html
83/40,Šolstvo/Znanost,"Delo (06.10.1983, letnik 25, številka 232",">>Razvojni koraki Gorenje Elektronika
'Gorenje na sejmu predstavlja hišni razčunalnik in videotekst s pomočjo modema. Pomembno področje procesna elektronika.. procesni miklroračunalnik, ki služi v industriji za krmiljenje tehnoloških linij. Predstavljajo tudi terminale, ki jih proizvajajo v okviru sporazuma z Iskra Delta. Letos izdelali novo družino terminalov v kateri so uvozni delež zmanjšali za kar dve tretjini.. Uvoz želijo skoraj povsem izničit. Med najpomembnejšimi dosežki mikroračunalniški diagnostični sistem za EKG.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-DULWR2SI/12/index.html
83/41,Šolstvo/Znanost,"Sobotna priloga (08.10.1983, letnik 25, številka 234)",>>Sodobna elektronika 83,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-G89P9EZA/4/index.html
83/48,Šolstvo/Znanost,"Sobotna priloga (03.12.1983, letnik 25, številka 279)",">>Energodelta
'Razvoj IRIS in Delte na podlagi uvoženih komponent, večinoma celo istih kot pri konkurenčnem izdelku Ericssona. Energoinvest že nekaj let obvlada proizvodnjop procesnega računalnika, ki je kot osnova primeren za gradnjo omrežja za prenos podatkov. Komisija izbrala Ericsson, Energoinvestova ponudba ni imela ustrezne dokumentacije niti prototipa.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1LOKFJ8V/10/index.html
83/52,Šolstvo/Znanost,"Delo (28.12.1983, letnik 25, številka 300)",">>IJS rešil problem povezav za dokaj zahtevno tiskano vezje
'V IJS pogosto obdelujejo vezja za Iskro in Gorenje, prej pa so za to morali uporabljali tuje načrtovalske centre. Obdelali so že več kot 100 tiskanih vezij za Iskro. Omenjeno tiskano vezje FE razvija za Iskro. Povezovalni program je poti za 588 povezav izračunal v 4 urah.. na računalniku Delta 4850. V kombinaciji z drugimi njihovimi programi so izrisali izdelavne risbe in pripravili podatke za izdelavo filmov na Iskrinem fotorisalniku. Brez računalnika in programov bi tehnika za izdelavo takega vezja potreboval tedne ali mesece. Prednost je tudi sistematično vodenje dokumentacije in možnosti preverjanja pravilnosti načrtov. Sedaj načrtujejo še grafični urejevalnik za program. Skupina desetih raziskovalcev bo pod vodstvom Marjana Špregla v naslednjem letu nadaljevala razvoj tega sistema in razvoj grafičnega terminala.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-WKTKNOVJ/10/index.html
83/53,Šolstvo/Znanost,"Delo (30.12.1983, letnik 25, številka 302)",">>Predstavitev razvojnih dosežkov 83 v Iskra Delta in plan za 84
'Informacijska arhitektura, ki jo razvijajo in pospešeno uvajajo v jugoslovanski prostor. Veliko zanimanja je bilo za povsem nov neimenovan sistem srednje velikosti na katerega je bilo povezanih 30 lokalnih in oddaljenih terminalov in dva sistema Partner. Za računalnik so bili doma razviti in izdelani sklopi strojne opreme procesor, pomnilnik, kontrolne enote in programi za različna področja uporabe. Štiri ključne usmeritve za prihodnost: računalništvo, mikroelektronika in komponente, avtomatika in kibernetika, teleinformatika.'
>>Intevju Alvin Toffler.. prenova mišljenja in proizvodnje
>>Intervju Bruno Lussato.. vodenje človeške dejavnosti
>>Veliko povpraševanje po računalniških igrah
>>Afrika in moderni svet, računalniki",http://www.dlib.si/listalnik/URN_NBN_SI_doc-RZ5DVB9Z/2/index.html
84/01,Šolstvo/Znanost,"Informatica (1984, letnik 8, številka 1)",">>Proizvodnja mikroračunalnika Partner
'Predvidena proizvodnja 10000 kosov. Probleme predstavljajo kompleksnost proizvodjne h kateri prispeva veliko število osnovnih elementov, mehaničino in električno zapleteni podsistemi kot so periferne naprave, njihovi elektronski vmesniki in krmilmki, pa zahtevne rnetode proizvodnega preizkušanja elementov, podsistetmov in končnih sistemov. Takšen proces proizvodnje je mogoce organizirati le z intenzivnim prenosom znanja iz raziskav in uporabo izkusenj iz prejšnjih, podobnih proizvodenj'",https://www.dlib.si/stream/URN:NBN:SI:DOC-VBPMREE6/6c689749-6de3-44ac-acce-a9f70bb22d6f/PDF
84/02,Šolstvo/Znanost,"Bit (Junij, 1984)",>>Iskra Delta Intervju z Antonom Železnikarjem,http://retrospec.sgn.net/users/tomcat/yu/magshow.php?auto=1937
84/04,Šolstvo/Znanost,Bit (Julij-Avgust 2 1984),>>Tiskana vezja IJS,http://retrospec.sgn.net/users/tomcat/yu/magshow.php?auto=1951&page=14
84/05,Šolstvo/Znanost,"Bit (September-Oktober, 1984)",">>Iskra sestavlja Spectrume
>>Kako dragi so Iskrini Spectrumi
'Seastavili 2000 Spectrumov 16K za prodajo na domačem trgu'","http://retrospec.sgn.net/users/tomcat/yu/magshow.php?auto=9757 
http://retrospec.sgn.net/users/tomcat/yu/magshow.php?auto=5272 "
84/07,Šolstvo/Znanost,"Moj mikro (Junij, 1984)",">>Iskra HR84
'Hišni računanik HR84 prototip'",http://retrospec.sgn.net/users/tomcat/yu/magshow.php?auto=265
84/08,Šolstvo/Znanost,"Kompjuter (Maj 1, 1984)",>>Iskra - Domaća radionica čipova,http://retrospec.sgn.net/users/tomcat/yu/magshow.php?auto=11504&page=13
84/09,Šolstvo/Znanost,SDK Thesaurus,>>Iskra Delta Partner na preizkušnji,https://sdk-tezaurus.blogspot.com/2001/09/iskrin-partner-na-preizkusnji.html
84/34,Šolstvo/Znanost,"Delo (17.04.1984, letnik 26, številka 90)",">>Kolektor samodejni napravi za računalniški nadzor kolektorjev
>>Varno pri delu z računalniki",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-C9JJ4CK5/4/index.html 
84/35,Šolstvo/Znanost,"Delo (19.04.1984, letnik 26, številka 92)",">>Letna računalniška šola Iskra Delta
'Udeležeilo se je 230 delavcev iz različnih podjetij. Predstavili so novo strojno in programsko opremo. Za nova programska orodja Ida zatrjujejo, da po kakovosti ustrezajo opremi vodilnih sveotovnih proizvajalcev. Nova sistema miniračunalnik Delta 800 in mikroračunalnik Delta 400 B/M.",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4DQDXTJQ/index.html
84/66,Šolstvo/Znanost,"Delo (09.08.1984, letnik 26, številka 184)",">>Iskra Delta prodala licenco za dve računalniški komponenti v Ameriko 
>>Mehka vojna.. pogovor Thierry Breton","http://www.dlib.si/listalnik/URN_NBN_SI_doc-H97FVY2J/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-H97FVY2J/8/index.html "
84/68,Šolstvo/Znanost,"Delo (15.08.1984, letnik 26, številka 189)",>>Iskra Delta bo letos postavila prvo tovarno v Avstriji,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-3LGDYLV6/2/index.html
84/74,Šolstvo/Znanost,"Delo (15.09.1984, letnik 26, številka 216)",>>Iskra prodala licenco za dve računalniški komponenti podjetju Spectra Logic Corporation,http://www.dlib.si/listalnik/URN_NBN_SI_doc-TNDLBM2N/4/index.html
84/77,Šolstvo/Znanost,"Delo (20.09.1984, letnik 26, številka 220)",">>Prvih 100 računalnikov za šole + 2000 ZX Spectrum 16K
'Iskra začela prodajati ZX Spectrum 16K, najcenejši in najmanj zmogljiv model, ker take naše tržišče potrebuje.. skupaj z navodili, knjigo za programiranje v Basicu, slovarjem in šestimi kasetami s programi. Te računalnike bo mogoče v prihodnje kupiti tudi v konsignacijskih trgovinah za devize. Iskra po štirih mesecih pogajanjih še ni sklenila končne pogodbe. Od sestavljanja hočejo preiti na izdelavo nekaterih sestavin.'
'Iskrin HR84 ima pravtako 16K pomnilnika, prvih 100 bodo proizvedli do konca leta in ne bodo šli v prodajo, temveč jih bodo zastonj razdelili po šolah in drugih institucijah.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-JYILD5YO/2/index.html
84/78,Šolstvo/Znanost,"Delo (21.09.1984, letnik 26, številka 221)",">>O Spectrumih, ki jih prodaja Iskra
'V Angliji isti stane trikrat manj. Zaradi zdaj že skromnih zmogljivosti za Spectrum 16K ni pretiranega zanimanja. Mnogo bolj priljubljeni so Spectrum 48K, razlika v ceni pa zanemarljiva. Razlaga, da trg potrebuje cenene računalnike je torej absurden, poleg tega Iskra dele uvaža in jih sestavlja, torej še dodatno zaslužijo, tudi ob upoštevanju carine, ki jo plačajo. Na črnem trgu se dobi model 48K za malo več kot polovico Iskrinih 16K modelov.'
'Če odmislimo prepoved uvoza, bi imela družba od množične uporabe mikroračunalnikov še vseeno več koristi, kot pa od carine za uvoz le teh.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-C29IML3V/4/index.html
84/81,Šolstvo/Znanost,"Delo (01.10.1984, letnik 26, številka 229)",">>ZX Spectrum v Astri, prikaz in prodaja tudi na sejmu Sodobna elektronika, kjer bo tudi Iskra Delta s svojim Partnerjem
>>Tekma v razvoju računalniško krmiljenih šivalnih strojev","http://www.dlib.si/listalnik/URN_NBN_SI_doc-RPAOGB2M/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-RPAOGB2M/8/index.html "
84/82,Šolstvo/Znanost,"Delo (02.10.1984, letnik 26, številka 230)",">>Na Madžarskem 4x, v ZRN 15x več računalnikov kot pri nas
>>Sodobna elektronika 84
'Iskra v Cankarjevem domu uredila računalnico, kjer bodo predstavljali mikroračunalnike.'
>>Slovenija za ukinitev prepovedi uvoza
'Prepoved le ena izmed pogubnih zaščitnih politik pri nas. Letos se vrstijo pozivi k ukinitvi prepovedi in zmanjšanju ali ukinitivi dajatev.'
'Odgovorni kažejo na 2000 Spectrumov, ki jih prodaja Iskra, konsignacijske prodaja Commodore in Sharp računalnikov..'
'Treba je preprečit, da bi še kdo tako kot Mladinska knjiga in Iskra mastno služil na račun prepovedi.'
'Ukinitev je možna na zveznem nivoju, to pa je dolga in zapletena pot. Odgovori iz državnih organov so, da predloge preučujejo.'
'Pri nas od nekaj tisoč do 20 tisoč računalnikov, večina ilegalno uvoženih. Da domačega hišnega računalnika še nimamo je kriva filozofija.. Iskra Delta se je odločila za razvoj malega poslovnega sistema. Že nekaj časa jih napovedujeta Iskra Široka potrošnja svoj HR84 in Gorenje Elektronika svoj Dialog. Oba naj bi prišla na trg konec leta. HR84 bistveno šibkejši od Dialoga.'
'V šolah smo lansko leto ocenili potrebo na 2000 računalnikov, deset za vsaqko srednjo šolo in enega na vsako osnovno šolo.'
>>Spectrum tudi v Astri","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-BSJKL8P5/4/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-BSJKL8P5/6/index.html "
84/83,Šolstvo/Znanost,"Delo (03.10.1984, letnik 26, številka 231)",">>Sodobna elektronika 84
'Najnovejši dosežki Iskra Delta.. Delta 800, Partner, programska orodja IDA, uporabne programske rešitve za področja proizvodnje, gradbeništva, kmetijstva, bančništva, trgovine, turizma..'
'Napredek v tujini je velik.. domača proizvodnja zaostaja.. pri nas se stvari dogajajo bolj laboratorijsko, kot pa premišljeno v okviru premišljene proizvodnje.'
>>Računski center v Trbovljah in računalniški klub
>>Prihodnji poklici bodo v sektorju storitev
'Računalnik bo postal čisto običajen pripomoček.. Naloga računalnika in robota je nadomeščati najtežja dela in tekoči trak ter povečati produktivnost.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-IPH6EOSE/6/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-IPH6EOSE/8/index.html "
84/84,Šolstvo/Znanost,"Delo (04.10.1984, letnik 26, številka 232)",">>Sodobna elektronika 84
'Jugoslovanski trg zaradi omejitev uvoza ni zanimiv. IBM se na sejmu sploh ni pojavil. Iskra Delta pa poleg Delta 800 niti ni razstavila najnovejšega izdelak Delta 1500. Predstavljene novosti so Iskrin H84, Gorenjev Dialog H 20 in Dialog P 20, pa Gorenjev zaslonski terminal Paka 3000. Tuje novosti HP 150, Lola 8. 
>>Idrijsko računalništvo
'Leta 1972 postavili prvi sistem in organizirali Razvojno projektivni center idrijske občine. S pomočjo 14 podjetij in občine lani postavili temelje novemu račuanlniškemu središču z novo opremo. Uporabo nameravajo razširiti na načrtovanje, vodenje in obračunavanje prozvodnje.'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-NTS0AAR3/12/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-NTS0AAR3/18/index.html "
84/85,Šolstvo/Znanost,"Delo (05.10.1984, letnik 26, številka 233)",">>V šolskem letu 84/85 je potrebno s skupnimi napori domačih proizvajalcev in uvoza zagotoviti 2000 računalnikov
>>Intertrade opozarja na zapiranje računalniške industrije
'Monopolni položaj zavira razvoj, soglasje za uvoz je praktično nemogoče dobiti, popolnoma nemogoče pa za uvoz terminalov in programske opreme. Iskra Delta zavira manjše proizvajalce Gorenje, Unis tos in onemogočajo ustvarjalni razvoj kadrov.'
'Kar 80% domače proizvodnje je uvajalne, vzdrževalne in prodajne, ne pa proizvodne, zato brez sodelovanje tujih partnerjev ni mogoče razviti domačega računalništva.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-3PK4L1K1/2/index.html
84/86,Šolstvo/Znanost,"Sobotna priloga (06.10.1984, letnik 26, številka 234)
in Sobotna priloga (13.10.1984, letnik 26, številka 240)",">>Okrogla miza Naše računalniške dileme in perspektive
'Projekt računalništva ima določeno družbeno podporo, zato se je sploh razvil, na inštitutih in fakultetah pa so v tej smeri morali delati 20 let. Domača proizvodnja ima prednost zaradi uvozne politike, ni pa dobila nobenega večjega državnega naročila kot v tujini.'
'Iskra Delta kljub monopolu in prepovedi uvoza niti slučajno ni kos nalogi. Pravtako pa nosilec projekta ni opravil predpisane naloge in se ni sporazumel z drugimi za enotno računalniško smer. Nosilci projekta so vsaj delno odgovorni za trenutno zaostalo stanje.'
'Partner bi bil lahko naš računalnik, vendar le če bi znali poiskati primerno finančno konstrukcijo.. Zdaj nam za ceno limuzine prodajajo fička. Visoka cena je posledica monopola in zaviranja narodne ustvarjalnosti.'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4QG629D0/4/index.html  
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-45H8930R/4/index.html "
87/01,Šolstvo/Znanost,"Delo (19.10.1987, letnik 29, številka 243)",">>Tekmovanje v računalništvu
'Program je uporaben na Spectrum in IBM PC istovrstnih računalnikih kot sta sokol in gepard ipd.'",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-3OK61QMO/12/index.html
87/02,Šolstvo/Znanost,"Delo (03.07.1987, letnik 29, številka 153)",">>Oglas Zveze organizacij za tehnično kulturo
'Dobavlja sisteme IJS, RK SZDL Slovenije, šolam, fakultetam, Gospodarski zboirnici in drugim'
'Sokot T - terminal ima procesor 8088-2 z taktom 4,77Mhz in 256KB pomnilnika RAM, en disketni pogonoma velikosti 360KB, RS232 serijski in dva centroniks vmesnika, Herkules kompatibilno kartico in tipkovnico'
'Sokol 1 - procesor 8088-2 in koprocesor 8087-2 s taktom 8Mhz in 4,77Mhz in 640KB pomnilnika RAM, dvema disketnima pogonoma velikosti 360KB, RS232 serijski in dva centroniks vmesnika, 5 praznih mest za razširitev, Herkules kompatibilno kartico, monokromatični zeleni zaslon, tipkovnico in miško'
'Sokol 2 - en disketni pogon velikosti 360KB in disk velikosti 30MB'
'Gepard - procesor 80/286 in koprocesor 80/287 z taktom 10Mhz in 6Mhz in 2MB pomnilnika RAM, en disketni pogon velikosti 360KB in en disketni pogon velikosti 1,2MB, disk velikosti 30MB, RS232 serijski in dva centroniks vmesnika, EGA grafična kartica in barvni monitor, tipkovnica in miška.'",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-5L5PT6BX/8/index.html
87/03,Šolstvo/Znanost,"Delo (07.10.1987, letnik 29, številka 233)",">>Zveza organizacij za tehnično kulturo
'Predstavitev računalnikov sokol, gepard in novost računalnik Delfin'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-OFCNOT32/14/index.html
89/01,Šolstvo/Znanost,"Delo (10.06.1989, letnik 31, številka 133)",">>Oglas Zveza organizacij za tehnično kulturo
'Gepard 89 v različnih izvedbah... zaščitena blagovna znamka ZOTKS... IBM AT kompatibilen s procesorjem 80/286 s taktom 12Mhz in koprocesor 80/286-10 in 640KB do 4MB pomnilnika RAM, en disketni pogon velikosti 1,2KB in en disketni pogon velikosti 1,44MB im trdi disk do kapacitete 40MB, EGA in VGA grafične kartice in 14 inčni monitorji, en paralelni in en serijski vmsenik, tipkovnica in miška'
'tudi Sokol in Delfin'",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-2JQTXEKO/12/index.html
82/05a,Programiranje,"Informatica (1982, letnik 6, številka 1) ",>>Uvod v CP/M,https://www.dlib.si/stream/URN:NBN:SI:DOC-VBLQQ6SI/edbedb28-cf84-4036-8a06-7c3bd5b4e37e/PDF
82/07,Programiranje,"Informatica (1982, letnik 6, številka 3)",">>Ethernet, lokalna mreža prihodnosti
>>Izkušnja s Prologom",https://www.dlib.si/stream/URN:NBN:SI:DOC-UO8LRV9Z/3bd356f3-2cc8-49cc-8b09-fdc35a6af31d/PDF
82/08,Programiranje,"Informatica (1982, letnik 6, številka 4)",">>MIPOS
''Učinkovit, sodobno zasnovan standarden paket aplikacij, ki rešuje najobčutljivejše probleme obdelave poslovnih podatkov in je namenje manjšim delovnim organizacijam ali enotam.
>>Programski simulator, korak k razvoju mikroračunalniških aplikacijskih programov
'Analiza cene razvoja računalniškega sistema ka2e, da večji del cene odpade na razvoj programske podpore, zato je izredno pomembno, da ima razvijalec na voljo učinkovite pripomočke za razvoj programske podpore. V članku so nakazani nekateri primeri tovrstnih pripomočkov. Natančneje je opisan pri nas razvit programski simulator za razvoj aplikacij z domačim integriranim mikroračunalnikom Iskra EMZ 1001.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-YATFRDNW/9b950942-8c44-4553-b1f3-d378f4759458/PDF
83/31,Programiranje,"Delo (07.06.1983, letnik 25, številka 130)",">>V Idriji v pričakovanju novih prostorov in računalnika pripravljajo tudi nove programe in izobražujejo zaposlene
'Od IJS so odkupili programa za obračunavanje osnovnih sredstev in osebnih dohodkov.. Plod skupnega dela pa sta programa za obračunavanje proizvodnje in materialnega poslovanja. Računalnik bodo prek kablov, oziroma ptt omrežja povezali z odjemalci storitev.'
>>Pogoji za eksperimentalno in tisto teoretično delo, ki je vezano na računalnike, so iz leta v leto slabši",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CJ4NGXBA/22/index.html
