ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
71/07,Seznam,"Merx vestnik (1971, letnik 7, številka 10)",">>Nixdorf računalniki
'Računalnika bosta zamenjala dosedanje že preživele Ascote v finančnem računovodstvu.. bodo prevzeli opravila, ki jih sedaj opravljamo ročno, medtem ko se bodo določena dela prenesla na centralni sistem IBM 3'",http://www.dlib.si/stream/URN:NBN:SI:DOC-X4LGRURH/3e2c34ad-4446-4364-b453-f93256309309/PDF
71/06,Seznam,"Merx vestnik (1971, letnik 7, številka 7)",">>Prvotni načrt mehanografije preusmeri na IBM sistem, katerega stroji se lahko najamejo
'Ker pa je še vedno potreben vizualni sistem knjiženja, bi uporabili 2 Nixdorf sitema''Odbor odobril najem IBM 3 in 2 Nixdorf tipa 820/25 ter stroške šolanja 8-10 uslužbencev'",http://www.dlib.si/stream/URN:NBN:SI:DOC-T1HKPN6M/4e07b131-69fd-42f9-a57c-51fdeff3544b/PDF
71/05,Splošno,"Koroški fužinar (25.08.1971, letnik 21, številka 3) 
in Koroški fužinar (25.11.1971, letnik 21, številka 4)",>>Avtomatični računalnik,https://www.dlib.si/stream/URN:NBN:SI:DOC-YWHMASCO/65e79605-1beb-4507-8c12-d15f462e31d6/PDF       https://www.dlib.si/stream/URN:NBN:SI:DOC-YRUZP3CL/e117fc22-08af-4c51-9ae4-be5dba901607/PDF 
71/04,Seznam,"Informativni fužinar (1971, letnik 8, številka 6/7)",">>Začetek avtomatične obdelave podatkov
'Priprave na delo z malim računalnikom KIENZLE 6000, ki smo ga dobili ob koncu lanskega leta. Razbremenjuje dosedanje zastarele knjigovodske naprave Ascota.''Dogovor za obdelavo tudi v Ljubljani na IBM 360/135.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-JBQKW4QV/9af84cf0-27b2-4f6b-a417-4260d38809a1/PDF
71/03,Seznam,"
Iskra (27.11.1971, letnik 10, številka 46)",>>Poziv na sodelovanje v RRC - nakup CDC 6400 za zadovoljitev vseh deležnikov,https://www.dlib.si/stream/URN:NBN:SI:DOC-A8E28L1D/e5524d02-e7ce-4f4f-b1af-cfd7a0e0e33b/PDF
71/02,Seznam,"Delo (16.11.1971, letnik 13, številka 312)",">>Članek Financial Times o jugoslovanskih računalniških kapacitetah
'Do sedaj nameščenih 185 IBM sistemov 55%, Honeywell-Bull-EG, 13% in Sperry Rand-Univac-12%.. Nato pa Aritma 7%, ECR 6%, ICL 3%, Zuse in CER po 1,8%, CII 0,9% in CDC 0,6%. Večina sistemov manjših strojev tipa 1130 in tipa 360. Velik del opreme je bil nabavljen bolj zaradi prestiža kot zaradi dejanske uporabe. Uporaba računalnikov je bila dosedaj malo razširjena in dokaj neučinkovita. Večina sistemov je služila v znanstvene in izobraževalne namene. Pred dvema mesecema ukinjene vse carine na računalnike.'
'Jugoslovanska računalniška industrija ima za sabo nekaj neuspešnih projektov.. CER Inštituta Mihajlo Pupin s šestimi prototipi druge generacije.. Edina proizvodna dejavnost montaža elektronskih sestvnih delov, kar dela Iskra, ki te kupuje od CDC. Vlada si obeta da bo kateri izmed zahodnih proizvajalcev zgradil tovarno računalnikov. Proizvajalci imajo na jugoslovanskem trgu še zelo ugodne možnosti, da uspejo.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-VXDT7TA2/8/index.html
71/01g,Splošno,"Delo (14.09.1971, letnik 13, številka 250)",">>Pogovor z inž.arh.Mirkom Lipužičem
'O IFIP in potencialih računalništva. Elektronski računalniki v uporabi tudi pri oblikovanju'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-E3ZLTFJ7/6/index.html
71/01f,Splošno,"Delo (29.08.1971, letnik 13, številka 234)",>>Pogovor z novim predsednikom IFIP prof.Zmeanekom + Zaključna misel,http://www.dlib.si/listalnik/URN_NBN_SI_doc-H7H6N36Q/4/index.html
71/01e,Splošno,"Delo (28.08.1971, letnik 13, številka 233)",>>MDS terminale na razstavi IFIP 1971 zastopa in razstavlja Metalka,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-29R220YB/20/index.html
71/01d,Splošno,"Sobotna priloga (28.08.1971, letnik 13, številka 233)",>>IFIP 1971 - Iz pogovorov z uglednimi tujimi znanstveniki,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-5LIAEWJQ/index.html
71/01c,Splošno,"Delo (25.08.1971, letnik 13, številka 230)
in Delo (26.08.1971, letnik 13, številka 231)",>>IFIP 1971 - vrsta prispevkov  ,"http://www.dlib.si/listalnik/URN_NBN_SI_doc-WG4B2EB3/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-E9TFNGVZ/2/index.html"
71/01b,Splošno,"Delo (23.08.1971, letnik 13, številka 228)",">>IFIP 1971
Uporaba računalništva postaja pogoj za sodobno delovanje in uspešnost tako posameznih organizacij kot družbe'
'Pri nas ugodna klima za uvajanje računalništva. Sorazmerno lahko je dobiti mrtve stroje, manjka pa nam živega znanja.''Do kongresa ne smemo biti niti malo ravnodušni, vse moramo storiti da se na tak ali drugačen način vključimo v proces prenosa znanja'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-5AOB3MF9/2/index.html
71/01a,Splošno,"Sobotna priloga (31.07.1971, letnik 13, številka 205)
in Delo (10.08.1971, letnik 13, številka 215)
in Delo (12.08.1971, letnik 13, številka 217)",">>IFIP 1971
'Prihod četrte generacije računalnikov.''Več poudarka na poslovni uporabi''Informacijski sistemi za vodenje in upravljanje gospodarskih družb''Jugoslovanske železnice sklenile pogodbo za najem IBM370/145'Razvoj računalništva prekosil celo najbolj optimistične napovedi. Uvedba računalnika zahteva preobrazbo človekovega mišljenja, ki mora postati bolj stvarno, logično in dosledno.
Izdaja knjige Elektronski računalnik Elektrotehniške zveze Slovenije.'Naš problem vzgoja kadrov'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-A0HJJRBM/2/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_doc-IOJ5747D/8/index.html   http://www.dlib.si/listalnik/URN_NBN_SI_doc-KKDK8UQ1/2/index.html  
"
70/54,Seznam,"Savinjske novice (1970, letnik 1, številka 3)",>>V GLIN naročili Philips Data 8000 16K,https://www.dlib.si/stream/URN:NBN:SI:DOC-SBVYOIL8/4f7208b0-9316-4025-8771-b61062979b5f/PDF
70/53,Šolstvo/Znanost,"Delo (02.06.1970, letnik 12, številka 147)",">>Novi učni pripomočki v šolstvu
'Pri nas je precej računalnikov ampak doslej niso bili izkoriščeni za pouk, ker je premalo programerjev, ki bi jih opremili s primernimi programi. Nova učila se lahko izkoriščajo samo v novem tipu pouka, ki ga je treba še izdelati in navadati učitelje na nov način dela. Spremembe bi bilo potrebno začeti uvajati zdaj.'",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-DXAEZ1U4/4/index.html
70/52,Seznam,"Delo (26.12.1970, letnik 12, številka 350)",">>IBT Trbovlje izdelal prvi načrt za graditev ceste z uporabo računalnika
'Zamisel da bi v vključili elektroniko v projektiranje ceste so dobili že leta 1962, ko so mladi slovenski inženirji delali v Nemčiji. Po vrnitvi v Trbovlje so kupili prvi računalnik Olivetti 101, ki je imel majhen spomin, vendar je vplival na miselnost zaposlenih, da so kupili nov IBM 1130 in začeli usposabljati programerje.'OLIVETTI 101 JE PROGRAMABILNI KALKULATOR, EN IZMED PRVIH NA TRGU LETA 1964, OZIROMA 1965.
'Računalnik omogoča cenejšo in bolj kvalitetno izgradnjo cest. Z njgovo pomočjo pridejo do več varjant med katerimi se potem lažje odločajo. Priprave za obdelavo projekta lahko trajajo 2 ali več mesecev, računalnik pa potem delo opravi v nekaj deset urah. Pri načrtovanju sodelujejo z Geodetskim zavodom.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-EI9B2DJC/2/index.html
70/51,Seznam,"Delo (25.06.1970, letnik 12, številka 170)",>>Oglas Onkološki inštitut programer za pripravo podatkov in programiranje na računalnikih,https://www.dlib.si/listalnik/URN_NBN_SI_DOC-46WU7TOY/6/index.html
70/50,Seznam,"Delo (24.01.1970, letnik 12, številka 22)",">>Oglas Commerce Lj zastopstvo 
'..išče sodelavca za programiranje in uvajanje računalnikov Philips'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-UX1J41DY/8/index.html
70/49,Seznam,"Delo (04.02.1970, letnik 7, številka 33)",">>Oglas Konteks tobus programer, organizator na Philips Data 8000",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-0SMHBA7Y/12/index.html
70/48,Seznam,"Delo (12.06.1970, letnik 12, številka 157)
in Delo (11.02.1973, letnik 15, številka 40)",">>Oglasa Autocommerce za operater v elektronskem računskem centru, programer in organizator na računalniku IBM","https://www.dlib.si/listalnik/URN_NBN_SI_doc-LO0NUKGQ/22/index.html 
https://www.dlib.si/listalnik/URN_NBN_SI_DOC-2NPAJ9WI/10/index.html "
70/47,Seznam,"Iskra (04.02.1970, letnik 9, številka 5)
in Iskra (31.10.1970, letnik 9, številka 40)",">>Od novega leta Philips Data 8000 v Iskra Commerce
'Računalnik prilagojen za poslovno obdelavo. Knjigovodstvu daje vse potrebne podatke, na magnetnih trakovih pa posreduje podatke za nadaljno uporabo v večjih računalniških centrih. Posreduje vse podatke v zvezi z grosistično prodajo blaga na domačem trgu, vsakodnevne preglede nad dotokom denarja in podobno.'
>>Pritožbe in pohvale na račun dela z Philips Data
'Zakasnitev pri obdelavi, predvsem v fakturiranju.. računalnik pa je dal tudi očitne rezultate.. ažurni saldakonti in napravil red v blagovni kartoteki.. Pripravljamo izboljšan program fakturiranja.. izedlali bomo prve analitične tabele.'","https://www.dlib.si/stream/URN:NBN:SI:DOC-7CZ0044L/262330dd-f721-4c5d-8a3d-f7b6a792fae4/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-4UCEYOM1/4af4046f-ea50-4ff2-85e2-d08d5b421e63/PDF "
70/46,Šolstvo/Znanost,"Delo (20.06.1970, letnik 12, številka 165)",">>Pestros računalniških sistemov pri nas
'Po nekaterih podatkih v Jugoslaviji 240 elektronskih računalnikov 11 tujih proizvajalcev, v Sloveniji po podatkih IJS vsaj 40 elektronskih računalnikov, ki so vsi razen CDC 3300 manjši kapacitet in niso sposobni za obsežnejše analize. Velika večina je nameščenih v gospodarskih organizacijah, kjer so, predvsem v velikih podjetjih, povzročili pozitivno reorganizacijo. Druga področja pa pri uvajanju še bolj izrazito zaostajajo. Glede na trende v svetu je očitno, da bo število tudi pri nas hitro raslo. Računalniki omogočajo do sedaj nesluten razvoj tehnike in ekonomije. Zaostanek bi utegnil imeti usodne posledice za gospodarstvo in družbo.'
'Nadaljevanje nekontroliranega trošenja za računalnike je tratenje denarja in kadrov. V zvršnem svetu se razpravlja o oblikovanju komisije, ki bi se ukvarjala z razvojem elektronske računske tehnike v državi, podobna razmišljanja tudi v celotni Jugoslaviji. Med predlogi in osnutki tudi predlog IJS, ki naj bi preprečil nekontrolirano in neenotno kupovanje računalnikov. Do sedaj je opremljanje potekalo na lastno pobudo podjetij in v odvisnosti od ponudnikov računalniške opreme. Pri uvajanju so zaostali Uprava, Šolstvo in podjetja, ki si računalnikov ne morej privoščiti. Programa nacionalnega omrežja računalnikov še ni. Izvrši svet bo podprl predloge, ki bodo ustvarili pogoje za čimbolj racionalno in enakomerno opremljanje, da bodo usluge dostopne čim širšemu krogu uporabnikov.'
'Za izobraževanje kadrov skrbijo na nekaterih fakultetah v Ljubljani in na IJS, omenjenim so se pridružili še Višja upravna šola v Ljubljani, VŠOD v Kranju, VEKŠ in VTŠ v Mariboru. Ti kadri so potrebni za potrebe uporabnikov, ki jim kadrov ni usposobil prodajalec računalniške opreme. Dobavitelji opreme vlagajo dosti naporov v šolanje, vendar je šolanje teh kadrov tako pomembna naloga, da je ne moremo prepustiti dobaviteljem in se morajo vključiti tudi javne šole.. s seznanjanjem pa bi morali začeti že v srednji šoli. Vzgoja kadrov ne ustreza potrebam, še manj pa predvidenemu razvoju, zato bo to v prihodnje dejavnik, ki bo še naprej najmočneje zaviral razvoj. Izvršni svet že tri leta financira specializirane tečaje za programerje in operaterje pri Višji upravni šoli.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-NCUMWORC/4/index.html
70/45,Domača izdelava,"Delo (14.10.1970, letnik 12, številka 280)",">>Center za avtomatsko obdelavo v ECM Maribor
'Priprave napredujejo.. a prepočasi. ECM je sklenil pogodbo za najem računalnika IBM 360/40. VEKŠ je že začela s pridobivanjem in izobraževanjem kadra, ki bo delal v centru. Zbirajo tudi sredstva za graditev novega objekta.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-N9Q30FRY/6/index.html
70/44,Domača izdelava,"Iskra (13.06.1970, letnik 9, številka 22)",">>Elektronske centrale Iskra Metaconta
''
>>Aktivirali prvo avtomatizirano ranžirno postajo",https://www.dlib.si/stream/URN:NBN:SI:DOC-OJGS5YRT/19c082cc-4c49-43c6-ba5f-e707351cb748/PDF
70/43,Splošno,"Delo (23.06.1970, letnik 12, številka 168)",>>Elektronska telefonska centrala v Mostah ZGRAJENA ŠELE 73,http://www.dlib.si/listalnik/URN_NBN_SI_doc-7TAZJEWT/34/index.html
70/42,Seznam,"Novi tednik (14.01.1970, letnik 24, številka 2)",V upravni zgradbi tovarne Aero so pred tedni v celoti opremili mehanografski center za potrebe lastnega podjetja',http://www.dlib.si/stream/URN:NBN:SI:DOC-8JT3QRWO/85eded38-af7a-418f-a453-5b54f374f1d9/PDF
70/41,Seznam,"Tednik (21.05.1970, letnik 23, številka 19)",">>Potrebna modernizacija v TGA Kidričevo
'predvideva tudi izpopolnjevanje organizacije dela tako v proizvodnih obratih, kot v razvojni službi, obuporabi modernih metod inmehanografije'",http://www.dlib.si/stream/URN:NBN:SI:DOC-UE85J4O6/8d36d399-c551-4f89-b3de-e35fbfc2e29c/PDF
70/40,Seznam,"Delo (14.04.1970, letnik 12, številka 102)",">>Računalnik v Pionirju
'Pionir je pred nekaj dnevi dobil Philips Data 8000. Za Novoteksom drugo novomeško podjetje in eno izmed prvih gradbenih podjetij v jugoslaviji, ki uvaja mehanografijo'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-M8EGFDTW/14/index.html
70/39,Javna uprava,"Naša skupnost (1970, letnik 11, številka 5)","Znano je, da upravni organi ljubljanskih občin glede modernizacije in opremljenosti zaostajajo za drugimi občinami po Sloveniji in Jugoslaviji. Že letos bodo uvedli strojno obdelavo podatkov in opravil..''V priprvai predlog o ustanovitvi skupine, katere naloga bo uvajati elektronkso obdelavo podatkov, ki so v pristojnosti upravnih organov občin in mesta'",http://www.dlib.si/stream/URN:NBN:SI:DOC-IN5YKQT8/36b50170-aa7f-488f-b178-c6670d09cd1f/PDF
70/38,Splošno,"Naša komuna (1970, letnik 6, številka 5)",>>Intervju Desan Justin IMFM,https://www.dlib.si/stream/URN:NBN:SI:DOC-I2TUP5EB/be331388-288d-44c3-a5e4-da9c452e1fe5/PDF
70/37,Seznam,"Iskra (12.12.1970, letnik 9, številka 45)",">>Vprašanje o enotnem centru za obdelavo podatkov v Iskri
'Iskra Elektromehanika IBM 360/25, ISKRA CAOP CDC 3300, Iskra Commerce pravtako isti CDC 3300 in IBM 360/30'",https://www.dlib.si/stream/URN:NBN:SI:DOC-BKROHNG8/1d2b00d9-6cde-4a14-b01b-dc0ded3d4309/PDF
70/36,Seznam,"Delo (14.03.1970, letnik 12, številka 71)",">>Kraigher obiskal računski center v Stengah
'Drugi največji računalnik v Jugoslaviji'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-C5LR9TVT/18/index.html
70/35,Javna uprava,"Delo (24.08.1970, letnik 12, številka 229)",">>Jugoslovanska carina se pripravlja na uvdbo elektronskih računalnikov
'Program modernizacije 71-75 predvideva ustanovitev elektronskega centra''Računalnike bi uporabljali za obračunavanje carinskih dajatev in vodenje evidenc'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-NGIA0U5Q/4/index.html
70/34,Javna uprava,"Delo (06.06.1970, letnik 12, številka 151)",">>Računalnik v Insštitutu JLA
'Danes začel delovat nov zmogljiv računalnik na inštitutu JLA uvožen iz Francije, uporabljale pa ga bodo tudi druge znanstvene ustanove, fakultete, delovne organizacije.''Nov računalnik bo zamenjal starega, ki neprekinjeno dela v dveh izmenah že od 1960'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4C2PYUW8/2/index.html
70/33,Splošno,"Delo (16.10.1970, letnik 12, številka 282)",">> Kopičenje podatkov, potreba po posredovanju v strnjeni obliki",http://www.dlib.si/listalnik/URN_NBN_SI_doc-GGXBXBBJ/8/index.html
70/32,Splošno,"Delo (03.05.1970, letnik 12, številka 117)",">>Ethel Marden na obisku v Ljubljani
'Pogovarjala se je s predstvaniki IMFM, IJS, Centra za avtomatizacijo, Inštituta za elektroniko in vakuumsko tehniko, Fakulteto za elektrotehniko in drugimi.. Milan Osredkar, direktor IJS in Pavle Rozman, direktor zavoda za mednarodno tehnično sodelovanje'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-RNGZANI3/12/index.html
70/31,Šolstvo/Znanost,"Delo (20.10.1970, letnik 12, številka 286)",>>Eden izmed prvih elektronskih računalnikov v jugoslovanskih srednjih šolah v Valjevem,http://www.dlib.si/listalnik/URN_NBN_SI_doc-MGSKBMWB/2/index.html
70/30,Splošno,"Delo (03.02.1970, letnik 7, številka 32)",">>Znanstvenik ima pregled le nad dvajsetino gradiva iz svojega področja
'Elektronski računalniki in razne elektronske naprave se vse bolj uveljavljajo kot skladišča strokovnih podatkov, obenem pa omogočajo lažje iskanje in filtriranje vsebin'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-OO0RHZI4/8/index.html
70/29,Seznam,"Delo (11.04.1970, letnik 12, številka 99)",">>V Fructalu nameravajo nabavit nov računalnik, ki bo koristil vsej občini",http://www.dlib.si/listalnik/URN_NBN_SI_doc-L8VWZG6T/16/index.html
70/28,Splošno,"Delo (14.05.1970, letnik 7, številka 128)",">>Eurodata
'EGS in EEK spodbujata zahodnoevropske države, da se skupaj lotijo projekta evropskega računalniškega centra/kompleksa z lastnim super računalnikom''Pravtako spodbujajo razvoj lastne evropske računalniške industrije, saj je od nje odvisen razvoj evropske družbe''Evropski proizvajalci Philips, Siemens, Olivetti in ICL imajo 12% evropskega trga''Kot največja in najbolj izkušena bi morala prevzeti pobudo angleška ICL'
'Vlade in velike industrije kupujejo vse več velikih računalniških sistemov, na katere se lahko odjemalci povezujejo prek terminalov in telefonske povezave'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-N0WXZ47L/4/index.html
70/27,Seznam,"Delo (13.11.1970, letnik 12, številka 310)",">>V Aero gospodari računalnik
'Nakup elektronskega računalnika in usposabljanje uslužbencev ena najcenejših investicij'
'Poslovna in razvojna politika se je prej vse preveč uravnavala po občutku, zdaj pa lahko sledi izsledkom analiz na podlagi obdelave podatkov in omogoča hitre poslovne odločitve'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-97ZQEFVP/28/index.html
70/26,Seznam,"Delo (28.08.1970, letnik 12, številka 233)",">>Čez tri leta računalniki na železnici
'Vsa železniška podjetja naj bi se vključila v sistem uporabe elektronskih računalnikov. Podatke, ki so zanimivi za vsa podjetja bi obdelali v Skupnosti YU železnic, druge podatke pa vsako železniško podjetje posebej''Elektronske računalnike že uporabljajo v Ljubljani in Zagrebu'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-8IZOR21N/2/index.html
70/25,Seznam,"Delo (28.03.1970, letnik 12, številka 91)",">>Predstavnik OECD o nujnosti uvajanja elektronske obdelave podatkov
'Po naročilu Ekonomskega centra Maribor je preučeval možnosti in pogoje za  integrirano elektronsko obdelavo podatkov pri devetih večjih podjetjih: TAM, MTT, Impol, TŽV Boris Kidrič, Primat, Mariborska livarna, Svila, Zavarovalnica Maribor in Zlatorog''Sodelovanje več  podjetij zelo racionalizira obdelavo podatkov'
'Podjetja čaka glede tega še dosti trdega dela, priprav in načrtovanja, da bi pravočasno izdelali programe'
>>Bor dobi do konca leta elektronski računalnik iz Anglije",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4ZT5VSE2/2/index.html
70/24,Javna uprava,"Sobotna priloga (19.12.1970, letnik 12, številka 343)",>>Svarilo pri uporabi tehnologije in elektronskih registrov na primeru Švedske,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-6603ZXIG/8/index.html
70/23,Šolstvo/Znanost,"Delo (03.06.1970, letnik 12, številka 148)",">>Republiški sekretariati in Zvezni svet za izobraževanje pripravili predlog o posodabljanu
'Uvajanje računalništva'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-35E9OU0Y/2/index.html
70/22,Seznam,"Dolenjski list (26.03.1970, letnik 21, številka 13)",">>Mehanografija prodira
'Za novomeško tekstilno tovarno Novoteks bo te dni Pionir Novo Mesto drugo novomeško podjetje, ki bo v svoje delo začelo uvajati mehanografijo. Čez nekaj dni naj bi dobili Philips Data 8000/16K'
'PIONIR bo v naslednjih letih svoj mehanografski center še izpopolnjeval'",http://www.dlib.si/stream/URN:NBN:SI:DOC-JGIQUYBB/68dcb7c8-7373-4ace-b3e0-66a2b6e1feaa/PDF
70/21,Seznam,"Dolenjski list (19.03.1970, letnik 21, številka 12)",Novomeški PIONIR bo v kratkem dobil prvi elektronski stroj za mehanograjsko obdelavo podatkov',http://www.dlib.si/stream/URN:NBN:SI:DOC-SXO6OW7L/a03fe749-b8d0-4513-bd44-4400ddd70645/PDF
70/20,Seznam,"Dolenjski list (29.10.1970, letnik 21, številka 44)",>>IBM model 360/25 bo montiran 1971 v raziskovalno-razvojnem centru,http://www.dlib.si/stream/URN:NBN:SI:DOC-QHBAYJCT/16811b34-d101-40bb-a0e7-6dbf5220d4a6/PDF
70/19,Seznam,"Glas (06.06.1970, letnik 23, številka 43)",>>Nov elektronski računalnik IBM 360/25 v kranjski Iskri,http://www.dlib.si/stream/URN:NBN:SI:DOC-EKUDIXZM/89efee5f-026a-4bd6-81c6-dadf30c7914d/PDF
70/18,Javna uprava,"Delo (11.07.1970, letnik 12, številka 185)",>>Kibernetika za inšpektorje,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-E4LP6C0K/18/index.html
70/17,Seznam,"Delo (22.02.1970, letnik 7, številka 51)",>>Tretji mehanografski center v Celju.. IBM center v EMO Celje,http://www.dlib.si/listalnik/URN_NBN_SI_doc-9FF55LIR/2/index.html
70/16,Seznam,"Novi tednik (25.02.1970, letnik 24, številka 8)",>>v EMO novi IBM 360/25,http://www.dlib.si/stream/URN:NBN:SI:DOC-JY8GB0V8/f6ad8dfe-22ed-40a5-b9ce-fd2d618e44db/PDF
70/15,Seznam,"Delo (12.05.1970, letnik 7, številka 126)",">>Elektronski center v Idriji
'Prihodnja nabava IBM opreme v podjetju Simplex, ki bo začela obratovati Januarja 1972, pristopila bosta tudi Slovenijales Idrija in ETA Cerkno.'
'Predstavniki IBM bodo v naslednjih dneh obiskali vsa večja idrijska podjetja in jih poučili o prednostih.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YWRSMJ85/18/index.html
70/14,Seznam,"Delo (25.06.1970, letnik 12, številka 170)",">>Prvi računalniki na Goriškem
'Prvi manjši računalnik nabavilo Splošnop gradbeno podjetje Gorica, potem dva večja v Fructal Ajdovščina in Meblo Nova Gorica. Okoli obeh podjetij se zbira vrsta organizacij, ki so spoznale, da se jim bo uporaba računalnika obrestovala. Ekipe že usposabljajo v Tovarni cementa in salonita Anhovo, Vozilih in Grosistu Gorica, v novogoriški občinski upravi in podjetju Primorje. Sicer je pa še vedno veliko podjetij in vodstev, ki niso spoznala pomembnosti tehnologije'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-SJU65PFY/16/index.html
70/13,Seznam,"Delo (24.04.1970, letnik 12, številka 112)",>>Zgodovina podjetja Mura .. pot pelje strmo navzgor.. tudi IBM center,http://www.dlib.si/listalnik/URN_NBN_SI_doc-S1T30JSC/12/index.html
70/12,Seznam,"Delo (17.12.1970, letnik 12, številka 341)",">>Računalniški center v Novi Gorici.. Meblo
'IBM 360/25 bodo uporabljali: Skupščina NG, Salonit Anhovo, Vozila Gorica in Primorje Ajdovščina.",http://www.dlib.si/listalnik/URN_NBN_SI_doc-LQJ056LP/2/index.html
70/11,Seznam,"Delo (08.01.1970, letnik 12, številka 6)",">>Računski center v Škofji Loki
'Pri LTH so včeraj odprli no elektronski računski center z podporo Gorenjske predilnice, Jelovice, Kmetijskega gospodarstva Škofja Loka in Save Kranj. Prvi trije so uporabljali klasični računalnik že od leta 1964, kasneje sta se pridužila še ostala dva in zdaj menjajo stari računalnik z novim IBM elektronskim računalnikom'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-IR96EO2G/20/index.html
70/10,Seznam,"Delo (30.12.1970, letnik 12, številka 354)",>>Center za obdelavo podatkov v Fructalu.. dobavil IBM.. obdelovali bodo tudi za LIP in kasneje druga podjetja iz regije.,http://www.dlib.si/listalnik/URN_NBN_SI_doc-IWKRFGHD/18/index.html
70/09,Seznam,"Delo (21.06.1970, letnik 12, številka 166)",>> IBM center v kmetijskem kombinatu Žalec,http://www.dlib.si/listalnik/URN_NBN_SI_doc-KIYQLLG5/4/index.html
70/08,Splošno,"Delo (13.01.1970, letnik 12, številka 11)",>>Zmanjševanje prednosti ZDA v tehnološkem boju,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CUWCH2HU/4/index.html
70/07,Šolstvo/Znanost,"Delo (05.11.1970, letnik 12, številka 302)",">>RRC, RCU, VTŠ
'Govorili o predlogu za rešitev računalniških problemov na Univerzi v Ljubljani, o načrtovani razširitvi RRC in o računskem centru mariborske visoke šole. Še vedno je glavno vprašanje vzgoje kadrov.. potrebujemo vsklajen izobraževalni program, predlaga se združevanje obsotječih kateder pri fakultetah v samostojen študij računalništva'
'Univerza potrebuje svoj lasten računski center.. RRC je bolj poslovnega značaja in naj bi posloval po načelih ekonomike.. V RRC je zaenkrat potrebno Univerzi zagotoviti večji delež'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-083Q457T/2/index.html
70/06,Seznam,"
Tovariš (1970, letnik 26, številka 28)",">>Ekonomski center Maribor bo opremljen z IBM 360/40
'10 mariborskih delovnih organizacij TAM, MTT, Mariborska livarna, Zlatorog in Boris Kidrič'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-5SXKM1OY/4/index.html
70/05,Splošno,"Koroški fužinar (27.11.1970, letnik 20, številka 4)",>>Tehnika upravljanja pri uporabi računalnika,https://www.dlib.si/stream/URN:NBN:SI:DOC-WW4624SS/b39736fb-6ed2-41d2-a1a5-18668682b54d/PDF
70/04,Seznam,"Dolenjski list (27.08.1970, letnik 21, številka 35)",>>Elektronski računalnik IBM v Lisci. Seminar o računalnikih v Novoteksu na Philips Data 8000,http://www.dlib.si/stream/URN:NBN:SI:DOC-DYPZNGQC/3eec003a-5105-4408-abad-4c7858ef90bf/PDF
70/03,Seznam,"Iskra (1970, letnik 9, številka 31)",>>Elektronski računski center v Elektromehaniki.,https://www.dlib.si/stream/URN:NBN:SI:DOC-MHC6BFBD/5a48e883-7314-49c3-abdc-6e92fd3ca572/PDF
70/02,Splošno,"Delo (14.05.1970, letnik 7, številka 128)",>>Debata o evropskem super računalniku.,http://www.dlib.si/listalnik/URN_NBN_SI_doc-N0WXZ47L/4/index.html
